RECID,BIKETYPE,BIKEMAKE,BIKEMODEL,FIRSTYEAR,LASTYEAR,CAPACITY,OE_HANDLEBAR,OE_FCW,OE_RCW,FRONT_BRAKEPADS,REAR_BRAKEPADS,78_HANDLEBARS,TWINWALL,FATBAR,FATBAR36,GRIPS,CAM,OE_BARMOUNT,BARMOUNT28,BARMOUNT36,FCWGROUP,FCWCONV,RCWCONV,RCWGROUP,RCWGROUP_RANGE,TWINRING,OE_CHAIN,CHAINCONV,R1_CHAIN,R3_CHAIN,R4_CHAIN,RR4_CHAIN,CLIPON,RCWCARRIER,ACTIVE_HANDLECOMPARE
10154,1,DUCATI,Monster 796 (with D181 Carrier),2011,2015,796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10155,1,HONDA,CBR 600F,2011,2013,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10156,1,HONDA,VFR 800X Crossrunner,2011,2014,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10157,1,HONDA,CBF 1000 (FA/FT/FS) ABS,2011,2016,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10158,1,KAWASAKI,Z 750R,2011,2013,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10159,1,KAWASAKI,Z 1000SX,2011,2014,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10160,1,KAWASAKI,ZX 1000 (ZX-10R),2011,2014,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162,1,SUZUKI,GSR 750 / ABS,2011,2016,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10163,1,TRIUMPH,Tiger 800 & XC,2011,2014,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10164,1,SUZUKI,DR 650SE,2010,2024,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10165,2,T M RACING,MX 250 Fi,2010,2013,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10166,2,HUSQVARNA,TE 250 / R,2010,2013,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10167,2,HUSQVARNA,TE 310,2011,2012,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10168,2,HUSQVARNA,TXC 250,2010,2012,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10169,2,HUSQVARNA,TXC 449,2011,2012,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10170,2,HUSQVARNA,TXC 511,2011,2012,511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10171,2,T M RACING,125 MX,2003,2013,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10174,2,KTM,250 XC-F,2011,2011,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10175,2,KTM,350 XC-F,2011,2011,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10176,2,KTM,85 SX (17/14),2011,2011,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10177,2,KTM,85 SX (19/16),2011,2012,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10178,2,KTM,105 SX,2011,2011,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10179,2,HUSQVARNA,65 CR,2011,2012,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10181,6,CAN-AM,DS450,2008,2011,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10182,6,CAN-AM,DS450X,2008,2008,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10183,6,CAN-AM,DS450X MX,2009,2011,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10184,6,CAN-AM,DS450X XC,2009,2011,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10186,1,SUZUKI,GSX-R750,2011,2014,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10188,6,YAMAHA,YFS 200 Blaster,2003,2006,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10189,2,HUSQVARNA,WR 360,1995,2003,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10190,2,HUSQVARNA,TE 610,1995,2001,610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10191,2,HUSQVARNA,TC 610,1995,1998,610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10192,2,GAS GAS,EC 200 Enduro,1999,2001,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10193,2,HONDA,CRF 230F,2008,2009,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10194,1,APRILIA,RS 125,2000,2001,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10195,1,APRILIA,RS 125,2002,2005,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10196,2,APRILIA,RXV,2006,2014,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10197,2,APRILIA,SXV,2006,2011,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10198,2,HUSQVARNA,CR 250,2005,2005,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10199,2,HONDA,CRF 250X,2012,2013,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10200,2,HONDA,CRF 450X,2012,2017,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10201,2,HONDA,CRF 150RB,2012,2021,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10202,2,HONDA,CRF 150R,2012,2021,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10203,2,HONDA,CRF 230F,2012,2017,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10204,2,HONDA,CRF 150F,2012,2017,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10206,2,HONDA,CRF 50,2012,2016,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10207,2,HONDA,CRF 70,2012,2012,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10208,1,HONDA,XR 650L,2012,2012,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10209,2,KAWASAKI,KLX 140,2011,2021,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10210,2,KAWASAKI,KLX 140L,2011,2021,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10211,2,KAWASAKI,KLX 250S,2012,2017,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10213,2,YAMAHA,YZ 250F,2012,2013,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10214,2,HUSABERG,TE 250,2012,2014,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10215,2,HUSABERG,TE 300,2012,2014,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10217,1,CAGIVA,125 RAPTOR,2004,2010,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10218,1,CAGIVA,125 Mito SP525,2008,2010,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10219,1,CAGIVA,125 Mito,2004,2008,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10220,1,CAGIVA,125 Mito,2000,2003,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10221,1,CAGIVA,125 Mito,1991,1999,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10222,2,GAS GAS,FSE 400/450 Enduro,2002,2012,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10223,2,GAS GAS,SM 450,2009,2009,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10224,2,GAS GAS,EC 515,2009,2009,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10225,2,GAS GAS,SM 515,2008,2009,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10226,2,KTM,85 SX (17/14),2012,2012,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10229,1,HUSQVARNA,SMR 630,2011,2011,630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10230,1,BMW,S1000RR,2012,2014,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10232,2,KTM,350 XCF-W,2012,2012,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10233,2,KTM,500 XC-W,2012,2012,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10234,2,KTM,350 EXC-F (Dual Sport),2012,2012,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10235,5,KTM,500 EXC (Dual Sport),2012,2012,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10236,2,APRILIA,RX125,2008,2011,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10237,2,APRILIA,SX125,2008,2011,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10238,2,YAMAHA,YZ 250F,2014,2018,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10240,2,KAWASAKI,KX 250F,2006,2008,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10242,2,BETA,400RR,2005,2009,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10243,2,BETA,450RR,2005,2009,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10244,2,BETA,525RR,2005,2009,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10245,2,BETA,250RR,2005,2012,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10246,1,DUCATI,Diavel / Diavel Strada,2011,2015,1198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10247,1,DUCATI,Streetfighter 848 (with D181 Carrier),2012,2014,848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10248,2,GAS GAS,EC 200 Enduro,2002,2003,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10249,2,HUSABERG,FC 550,2005,2008,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10250,2,HUSABERG,FE 450E,2006,2007,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10251,2,HUSABERG,FS 450E,2006,2007,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10252,2,HUSABERG,FS 570,2010,2011,570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10253,2,HUSABERG,FS 650C,2006,2007,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10254,2,HUSABERG,FS 650E,2003,2008,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10255,1,HUSQVARNA,SM 450R,2007,2009,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10256,1,HUSQVARNA,SM 450R,2010,2010,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10257,1,HUSQVARNA,SM 510R,2005,2005,570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10258,1,HUSQVARNA,SM 510R,2006,2010,570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10259,1,HUSQVARNA,SM 610,2008,2009,610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10260,2,HUSQVARNA,TC 250,2006,2008,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10261,2,HUSQVARNA,TC 510,2005,2005,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10262,2,HUSQVARNA,TC 510,2006,2006,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10263,2,HUSQVARNA,TE 630,2010,2011,630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10264,1,KAWASAKI,ZX 1000 (ZX-10R),2006,2007,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10265,1,HONDA,CBR 250R,2011,2013,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10266,1,HONDA,CBF 250,2004,2006,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10267,2,KTM,250 EXC-F,2002,2006,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10268,1,SUZUKI,V-Strom DL 650/ ABS,2007,2025,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10269,1,TRIUMPH,Speed Triple 1050 (up to 333178),2010,2012,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10271,1,YAMAHA,FZ8 / FZ8 ABS,2010,2013,780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10272,1,YAMAHA,FZ1/Fazer / FZ1 ABS,2008,2009,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273,2,KTM,65 SX,2011,2012,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10274,1,APRILIA,Mana/GT,2008,2013,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10275,1,BMW,F650GS X C,2007,2008,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10276,1,BMW,G650 X-Moto,2007,2008,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10277,1,DUCATI,Panigale 1199 (with D183 Carrier),2012,2012,1199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10279,1,KAWASAKI,ER 650/EX 650 (ER6N/ER6F),2012,2016,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10280,1,KAWASAKI,Versys 1000 (KLZ1000),2012,2018,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10281,1,KAWASAKI,ZX 1400F (ZX-14),2012,2014,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10282,1,TRIUMPH,Sprint 1050 GT,2012,2016,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10283,1,KAWASAKI,ZX 636 AP1 (ZX-6R),2002,2002,636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10284,1,KTM,1190 RC-8,2010,2010,1190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10285,1,KTM,1190 RC-8R,2011,2014,1190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10286,2,KTM,660 Rally Factory / Special raid,2002,2004,660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10287,6,HONDA,TRX 450R,2012,2014,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10288,2,BETA,498RR,2012,2012,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10289,2,BETA,350RR,2011,2012,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10290,2,BETA,Rev 80,2008,2012,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10291,2,BETA,125 REV3 (520 conv.),2003,2005,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10292,2,BETA,125 EVO,2009,2012,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10293,2,BETA,250 EVO-2,2009,2012,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10294,2,BETA,250/300 EVO-4,2009,2012,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10296,2,GAS GAS,EC 125 Enduro,2010,2015,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10297,2,GAS GAS,EC 250-300 Enduro,2010,2015,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10298,2,KAWASAKI,KX 250F,2014,2015,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10299,2,KAWASAKI,KX 450F,2013,2015,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10300,2,KTM,125 SX,2013,2013,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10301,2,KTM,150 SX,2013,2013,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10302,2,KTM,150 XC,2013,2013,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10303,2,KTM,250 SX,2013,2013,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10304,2,KTM,250 SX-F,2013,2013,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10305,2,KTM,250 XC(EU/US),2015,2015,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10306,2,KTM,250 XCF-W,2013,2013,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10307,2,KTM,300 XC,2014,2014,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10308,5,KTM,350 EXC-F (US),2013,2013,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10309,2,KTM,350 SX-F,2013,2013,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10310,2,KTM,350 XC-F/XCF-W,2013,2013,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10311,2,KTM,450 SX-F,2013,2013,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312,2,KTM,450 XC-F (US),2013,2013,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10313,2,KTM,500 XC-W,2013,2013,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10315,5,KTM,500 EXC (US),2013,2013,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10316,2,KTM,450 SX-F,2012,2012,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10317,2,HUSABERG,FE 501,2013,2015,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10318,2,HUSABERG,FE 350,2013,2014,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10319,2,HUSABERG,FE 250,2013,2014,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10320,2,HUSABERG,TE 125,2013,2014,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10322,2,SUZUKI,RM-Z 450,2013,2014,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10323,2,GAS GAS,Trials Pro 125(420 CONV.),2002,2004,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10324,2,GAS GAS,Trials Pro 250,2002,2004,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10326,2,GAS GAS,ECF250F,2013,2015,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10327,2,GAS GAS,ECF300F,2013,2015,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10328,2,GAS GAS,ECF450F,2013,2015,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10329,1,HONDA,CRF 250L & Rally,2013,2019,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10330,2,SUZUKI,RM-Z 250,2013,2015,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10331,2,YAMAHA,WR 250F,2003,2004,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10332,1,APRILIA,Caponord 1200,2013,2015,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10333,1,BMW,S1000RR HP4,2013,2014,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10334,1,BMW,G650GS / GS650 Serto,2011,2016,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10335,1,DUCATI,Hyperstrada 821 (with D181 Carrier),2013,2015,821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10336,1,HONDA,CB 1100,2015,2018,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10337,1,HONDA,NC 700 SA / SADCT,2012,2013,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10338,2,HUSQVARNA,TE 449,2012,2013,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10339,2,HUSQVARNA,TR 650 Terra / Strada,2013,2013,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10340,1,KAWASAKI,ZX 636 (ZX-6R),2013,2014,636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10341,1,KAWASAKI,Ninja 300R,2013,2017,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10342,1,KAWASAKI,Z 800 / e / ABS,2013,2017,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10344,1,KTM,690 SMC R,2013,2017,690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10346,1,SUZUKI,INAZUMA,2012,2015,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10348,1,KTM,125 Duke,2011,2013,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10349,1,KTM,200 Duke,2013,2013,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10351,2,BETA,300RR 2 Stroke,2013,2017,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10352,2,BETA,250RR 2 Stroke,2013,2017,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10353,2,KTM,350 Freeride,2013,2016,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10354,1,DUCATI,Panigale 1199 R (with D183 Carrier),2012,2014,1199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10355,1,DUCATI,Panigale 1199 (with D183 Carrier),2013,2013,1199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10359,2,GAS GAS,EC 200 Enduro,2003,2009,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10360,2,T M RACING,EN 250 Fi Enduro,2011,2013,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10361,2,T M RACING,EN 300 Enduro,2001,2013,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10362,2,T M RACING,EN 450 F,2003,2015,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10363,2,T M RACING,MX 450 F,2003,2013,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10364,2,T M RACING,EN 144,2007,2013,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10365,2,T M RACING,EN 125 Enduro,2001,2015,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10366,2,KTM,65 SX,2013,2020,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10367,1,HONDA,CRF 250M,2013,2015,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10368,2,KTM,50 SX Mini,2009,2013,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10369,2,KTM,50 SXS,2011,2013,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10370,2,KTM,50 SX,2014,2019,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10371,2,KTM,50 SX Mini,2014,2020,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10372,2,KTM,50 SXS,2014,2018,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10373,1,HONDA,CB 500F,2013,2018,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10374,1,HONDA,CB 500X,2013,2018,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10375,1,HONDA,CBR 500R (&RA),2013,2018,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10377,1,HONDA,CBF 125,2009,2013,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10378,2,HUSQVARNA,FE 250,2014,2015,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10379,2,HUSQVARNA,FE 350 & S,2014,2015,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10380,2,HUSQVARNA,FE 450,2014,2015,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10381,2,HUSQVARNA,FE 501 & S,2014,2015,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382,2,HUSQVARNA,TE 125,2014,2014,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10383,2,HUSQVARNA,TE 250,2014,2014,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10384,2,HUSQVARNA,TE 300,2014,2014,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385,2,HUSQVARNA,FC 250,2014,2015,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10386,2,HUSQVARNA,FC 350,2014,2015,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10387,2,HUSQVARNA,FC 450,2014,2015,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388,2,HUSQVARNA,TC 250,2014,2014,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389,2,HUSQVARNA,TC 125,2014,2015,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390,2,HUSQVARNA,TC 85 19/16,2017,2017,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10391,2,HUSQVARNA,TC 85 17/14,2017,2017,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10392,2,KTM,125 SX,2014,2015,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10393,2,KTM,150 SX,2014,2015,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10394,2,KTM,250 SX,2014,2015,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10395,2,KTM,250 SX-F,2014,2015,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10396,2,KTM,350 SX-F,2014,2015,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10397,2,KTM,450 SX-F,2014,2015,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10398,5,KTM,500 EXC (US),2014,2015,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10399,2,YAMAHA,YZ 125,2014,2020,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10400,2,YAMAHA,WR 250F,2015,2016,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401,2,KTM,125 EXC,2014,2016,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10402,2,KTM,200 EXC,2014,2015,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10403,2,KTM,250 EXC,2014,2015,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10404,2,KTM,300 EXC,2014,2016,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10405,2,KTM,250 EXC-F,2014,2015,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406,2,KTM,350 EXC-F (AU/BR/EU/US),2014,2015,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407,5,KTM,450 EXC-F,2015,2015,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10409,2,KTM,500 EXC-F,2014,2015,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10410,1,HONDA,CBR 1000RR,2008,2010,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411,1,SUZUKI,GSX-R750,2006,2008,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10412,1,SUZUKI,GSX-R600,2006,2008,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10413,1,TRIUMPH,Daytona 675 R,2013,2014,675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10414,1,TRIUMPH,Speed Triple 1050 (from 333179),2011,2012,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10415,5,CCM,GP 450,2013,2017,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10416,2,BETA,250/300 EVO-4,2013,2013,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10417,1,APRILIA,Tuono RSV1000 / RACING,2004,2004,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10418,1,BMW,S1000R / S1000R Sport,2014,2014,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10419,1,DUCATI,Panigale 899,2014,2015,899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10420,1,DUCATI,Monster 1200 S,2014,2014,1198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10422,1,TRIUMPH,Street Triple 675 R,2009,2012,675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10423,1,KTM,1190 Adventure / R,2013,2016,1190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10424,1,KTM,990 SMR,2013,2013,990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10425,1,KTM,990 Super Duke / R,2010,2013,990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10426,1,KTM,690 Duke R,2013,2017,690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
