RECID,BIKETYPE,BIKEMAKE,BIKEMODEL,FIRSTYEAR,LASTYEAR,CAPACITY,OE_HANDLEBAR,OE_FCW,OE_RCW,FRONT_BRAKEPADS,REAR_BRAKEPADS,78_HANDLEBARS,TWINWALL,FATBAR,FATBAR36,GRIPS,CAM,OE_BARMOUNT,BARMOUNT28,BARMOUNT36,FCWGROUP,FCWCONV,RCWCONV,RCWGROUP,RCWGROUP_RANGE,TWINRING,OE_CHAIN,CHAINCONV,R1_CHAIN,R3_CHAIN,R4_CHAIN,RR4_CHAIN,CLIPON,RCWCARRIER,ACTIVE_HANDLECOMPARE
10673,2,SHERCO,300 SE 300 iR Enduro,2012,2012,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10674,2,SHERCO,250 SE 250 iR Enduro,2013,2013,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10675,2,SHERCO,300 SE 300 iR Enduro,2013,2013,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10676,2,SHERCO,250 SE 250 iR Enduro,2014,2016,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10677,2,SHERCO,300 SE 300 iR Enduro,2014,2016,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10678,2,SHERCO,450 SE 4.5 i Enduro 4.5i,2012,2013,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10679,1,BMW,"S1000 (ALL [RR,R,XR]with Forged Wheel upgrade)",2015,2018,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10680,2,KTM,200 XC/XC-W,2014,2014,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10681,1,SUZUKI,GSX-S750,2011,2016,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10682,2,KTM,200 XC/XC-W,2015,2016,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10683,2,YAMAHA,WR 450F,2016,2018,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10684,1,APRILIA,Tuono 1100 V4 and FACTORY,2015,2020,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10685,1,DUCATI,Panigale 1299 & S,2016,2017,1299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10686,1,DUCATI,Hypermotard 939 S(with D181 Carrier),2016,2016,937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10687,1,DUCATI,Hyperstrada 939 (with D181 Carrier),2016,2016,937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10688,1,DUCATI,Panigale 959,2016,2018,959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10689,1,HONDA,Africa Twin CRF 1000L,2016,2019,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10690,1,KAWASAKI,ZX 1000 (ZX-10R),2016,2018,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10691,1,KTM,1290 Super Duke,2016,2016,1290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10692,1,SUZUKI,SV 650,2016,2018,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10693,1,TRIUMPH,Thruxton Ace 900,2016,2016,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10694,1,TRIUMPH,Street Twin LC,2016,2016,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10695,1,TRIUMPH,Bonneville T120,2016,2016,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10696,1,YAMAHA,MT-03 (320),2016,2025,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10697,1,YAMAHA,MT-10 (USA FZ-10),2016,2016,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10698,1,BMW,S1000RR Sport (Cast wheel) (to April 17),2016,2019,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10699,1,APRILIA,Dorsoduro 750 Factory,2010,2014,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10700,1,APRILIA,Pegaso Strada,2005,2010,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10701,1,APRILIA,Pegaso Factory,2007,2010,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10702,1,BMW,G310R,2016,2024,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10704,1,TRIUMPH,Daytona 675,2016,2016,675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10705,2,KTM,300 XC/XC-W,2015,2016,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10706,2,KTM,250 XC/XC-W,2016,2016,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10707,1,HONDA,CBR 600RR ABS (Race Use),2016,2017,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10708,1,HONDA,CBR 600RR ABS,2016,2017,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10709,2,YAMAHA,YZ 450F & 60th,2016,2016,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10710,2,YAMAHA,YZ 450FX,2016,2016,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10711,2,YAMAHA,YZ 250F 60th,2016,2016,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10712,2,YAMAHA,YZ 250FX,2015,2017,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10713,2,YAMAHA,YZ 125G,2016,2016,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10714,2,YAMAHA,YZ 250G,2016,2016,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10715,2,YAMAHA,YZ 250X,2016,2016,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10716,2,KTM,200 EXC,2016,2016,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10717,2,SUZUKI,RM-Z 250,2016,2017,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10718,1,DUCATI,MH 900,2000,2001,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10719,2,HONDA,CR 85R,2003,2007,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10720,2,KTM,500 EXC-F,2016,2019,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10721,2,KTM,500 XC-W(US),2016,2016,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10722,2,KTM,450 XC-F (US),2016,2016,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10723,2,KTM,450 XC-W,2016,2016,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10724,2,KTM,450 XC-W,2014,2014,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10725,2,KTM,450 XC-F (US),2014,2014,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10726,2,KTM,350 EXC-F,2016,2016,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10727,2,KTM,350 XC-F (US),2016,2016,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10728,2,KTM,350 XCF-W(US),2014,2016,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10729,2,KTM,300 XC-W,2014,2014,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10730,2,KTM,250 XC-F/XCF-W,2016,2016,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10731,2,KTM,250 EXC-F(AU/EU/US),2016,2016,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10732,2,KTM,250 EXC (AU/EU),2016,2016,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10733,2,KTM,250 XC-W,2015,2015,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10734,2,KTM,150 XC,2014,2014,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10735,2,KTM,85 SX (17/14),2013,2017,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10736,2,KTM,85 SX (19/16),2013,2017,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10738,1,YAMAHA,MT-10 (USA FZ-10),2017,2021,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10739,1,HONDA,NC 750X (DCT),2014,2020,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10740,1,HONDA,NC 750S (DCT),2014,2018,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10741,1,BMW,F800GT,2013,2015,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10742,1,BMW,F800R,2009,2014,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10743,1,BMW,F800R,2015,2015,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10744,1,HUSQVARNA,900 Nuda,2012,2013,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10745,1,HUSQVARNA,900 Nuda R,2012,2013,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10746,1,HUSQVARNA,TR 650 (Strada & Terra),2012,2013,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10747,1,DUCATI,Panigale R (with D183 Carrier),2015,2016,1199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10748,1,MOTO GUZZI,Breva 750,2003,2007,748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10749,1,MOTO GUZZI,Nevada & Classic IE,2002,2015,748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10750,1,MOTO GUZZI,V7,2008,2012,748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10751,1,MOTO GUZZI,Breva & Griso 850,2006,2007,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10752,1,MOTO GUZZI,Norge 850,2007,2007,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10753,1,MOTO GUZZI,Bellagio,2007,2012,940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10754,1,MOTO GUZZI,Breva 1100 & ABS,2005,2007,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10755,1,MOTO GUZZI,V11,1999,2005,1064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10756,1,MOTO GUZZI,Griso,2005,2008,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10757,1,MOTO GUZZI,Breva 1200,2008,2009,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10758,1,MOTO GUZZI,Griso 1200,2007,2015,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10759,1,MOTO GUZZI,Norge 1200,2006,2015,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10760,1,MOTO GUZZI,Sport 1200,2006,2013,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10761,1,MOTO GUZZI,Stelvio 1200 & NTX,2008,2015,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10762,2,BETA,520RR,2005,2009,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10763,2,BETA,480RR,2013,2015,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10764,2,BETA,430RR,2013,2015,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10765,2,HUSQVARNA,TC 125,2017,2017,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10766,2,HUSQVARNA,TX 125,2017,2017,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10767,2,HUSQVARNA,TE 150,2017,2017,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10768,2,HUSQVARNA,FC 250,2017,2017,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10769,2,HUSQVARNA,FE 250,2017,2017,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10770,2,HUSQVARNA,TC 250,2017,2017,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10771,2,HUSQVARNA,TE 250,2017,2017,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10772,2,HUSQVARNA,TE 300,2017,2017,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10773,2,HUSQVARNA,TX 300,2017,2017,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10774,2,HUSQVARNA,FC 350,2017,2017,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10775,2,HUSQVARNA,FE 350,2017,2017,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10776,2,HUSQVARNA,FX 350,2017,2017,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10777,2,HUSQVARNA,FC 450,2017,2017,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10778,2,HUSQVARNA,FX 450,2017,2017,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10779,2,HUSQVARNA,FE 501,2017,2017,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10780,2,HUSQVARNA,FE 450,2017,2017,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10781,2,KTM,125 XC-W,2018,2019,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10782,2,KTM,150 XC-W,2017,2019,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10783,2,KTM,300 EXC,2017,2017,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10784,2,KAWASAKI,KX 100,2011,2013,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10785,2,KAWASAKI,KLX 450F,2017,2017,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10786,2,SHERCO,450 SEF-R,2014,2018,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10787,2,SHERCO,510 SE 5.1 i F Enduro 5.1iF,2012,2013,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10788,2,YAMAHA,YZ 450FX,2017,2017,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10789,2,GAS GAS,EC 250-300 Enduro,1997,2009,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10790,1,HONDA,XR 650L,2013,2017,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10791,1,YAMAHA,XSR 900,2016,2021,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10792,1,APRILIA,Shiver 900,2017,2020,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10793,1,BMW,G310GS,2016,2024,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10794,1,DUCATI,Multistrada 950,2017,2018,937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10795,1,DUCATI,Monster 797,2017,2020,797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10796,1,DUCATI,Supersport & S,2017,2024,937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10797,1,DUCATI,Scrambler Sixty2,2017,2017,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10800,1,KAWASAKI,Versys-X 300,2017,2023,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10801,1,KAWASAKI,Z 650 & RS,2017,2025,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10802,1,KAWASAKI,Z 900,2017,2024,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10803,1,KAWASAKI,Ninja 650,2017,2025,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10804,1,SUZUKI,GSX-S750,2017,2020,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10805,1,SUZUKI,GSX250R,2017,2020,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10806,1,SUZUKI,V-Strom 250,2017,2020,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10807,1,TRIUMPH,Bonneville 1200 Bobber,2017,2017,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10808,1,TRIUMPH,Thruxton 1200 R,2017,2017,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10809,1,TRIUMPH,T120 1200,2017,2017,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10810,1,TRIUMPH,Tiger 800 XRT,2017,2017,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10811,1,TRIUMPH,Street Cup,2017,2019,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10812,1,KTM,1090 Adventure,2017,2018,1090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10813,1,HONDA,CBR 1000RR,2017,2023,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10814,1,SUZUKI,GSX-R1000,2017,2024,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10815,1,HONDA,CB 125F,2015,2021,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10816,1,SUZUKI,V-Strom DL 1000,2017,2019,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10817,1,SUZUKI,GSX-R750,2017,2024,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10818,1,TRIUMPH,Speed Triple 1050,2017,2020,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10819,1,YAMAHA,YZF-R6 & YZF6 RACE,2017,2025,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10820,1,KAWASAKI,GTR1400 (Concours 14),2015,2017,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10821,1,MOTO GUZZI,1100 Sport,1994,1999,1064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10822,1,MOTO GUZZI,Centauro V10,1997,1999,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10823,1,MOTO GUZZI,Daytone 1000,1992,1998,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10824,1,MOTO GUZZI,V75,1992,2001,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10825,1,MOTO GUZZI,Nevada (& Club up to LK112433),1991,2001,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10826,1,MOTO GUZZI,Targa,1990,1993,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10827,1,MOTO GUZZI,Strada /T Roadster,1993,1995,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10828,1,MOTO GUZZI,Nevada 350,1992,1999,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10829,1,MOTO GUZZI,Beva 1100,2004,2004,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10830,2,KTM,Freeride E-SX,2014,2016,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10831,2,KTM,250R Freeride,2013,2016,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10832,2,KTM,Freeride E-XC,2013,2018,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10833,1,DUCATI,Monster 1200,2014,2015,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10834,1,DUCATI,Monster 1200 R,2016,2017,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10835,1,DUCATI,Multistrada 1200 (with D182 Carrier),2010,2011,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10836,1,DUCATI,Multistrada 1200 ABS (with D182 Carrier),2010,2014,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10837,1,DUCATI,Multistrada 1200 ABS (single pin F/caliper) (with D182 Carrier),2015,2016,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10838,1,DUCATI,Multistrada 1200 Gran Turismo (with D182 Carrier),2013,2013,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10839,1,DUCATI,Multistrada 1200 & S DVT (with D182 Carrier),2015,2016,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10841,1,DUCATI,Multistrada 1200S D air DVT (with D182 Carrier),2015,2016,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10842,1,DUCATI,Multistrada 1200S Sports Edition (with D182 Carrier),2010,2012,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10843,1,DUCATI,Multistrada 1200 Touring Edition (with D182 Carrier),2010,2014,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10844,1,DUCATI,Multistrada 1200 & S Touring (with D182 Carrier),2015,2016,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10845,1,DUCATI,Multistrada 1200S Pike Peaks (with D182 Carrier),2011,2014,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10846,1,YAMAHA,FZ6R,2011,2017,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10847,1,KAWASAKI,Z 125 Pro,2017,2018,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10848,2,HONDA,CRF 450RX,2017,2017,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10849,2,KTM,150 SX,2016,2021,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10850,2,YAMAHA,WR 250F,2017,2019,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10851,2,YAMAHA,YZ 85,2015,2017,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10852,2,YAMAHA,YZ 85 (BIG WHEEL),2015,2017,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10853,1,YAMAHA,YZF-R1 S,2017,2017,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10854,1,DUCATI,Monster 1200 S,2017,2017,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10855,1,DUCATI,Monster 1200,2017,2017,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10856,1,DUCATI,Multistrada 1200 (with D182 Carrier),2017,2017,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10857,1,DUCATI,Multistrada 1200S & D-AIR & P/P (with D182 Carrier),2017,2017,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10858,1,DUCATI,Multistrada 1200 Enduro,2017,2018,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10859,2,KTM,125 XC-W,2017,2017,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10860,2,KTM,125 EXC & Six Days,2017,2017,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10861,2,KTM,250 EXC & Six Days,2017,2017,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10862,2,KTM,250 EXC-F & Six Days,2017,2020,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10863,2,KTM,250 XC-W,2017,2018,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10864,2,KTM,350 EXC-F,2017,2021,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10865,2,KTM,350 EXC-F Six Days,2017,2017,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10866,2,KTM,350 XC-F (US),2017,2021,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10867,2,KTM,450 EXC-F,2017,2018,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10868,2,KTM,450 EXC-F Six Days,2017,2021,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10869,2,KTM,450 EXC-F,2016,2016,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10870,2,SUZUKI,RMX 450Z,2017,2019,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10871,1,KAWASAKI,Ninja 1000SX,2017,2024,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10872,2,KTM,125 SX,2018,2019,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10873,2,KTM,250 EXC & Six Days TPI,2018,2018,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10874,2,KTM,250 EXC & TPI,2019,2021,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10875,2,KTM,250 XC,2018,2019,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10876,2,KTM,250 XC,2017,2017,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10877,2,KTM,350 EXC-F Six Days,2018,2018,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10878,2,KTM,350 SX-F,2018,2021,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10879,2,KTM,450 XC-F (US),2018,2018,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10880,2,KTM,300 EXC Six Days TPI,2018,2018,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10881,2,KTM,300 EXC TPI & Erzbergrodeo,2018,2021,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10882,2,KTM,300 XC,2018,2018,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10883,2,KTM,300 XC-W,2018,2018,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10884,2,KTM,300 XC-W Six Days (US),2018,2018,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10885,2,KTM,500 EXC-F Six Days,2018,2018,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10886,2,KTM,85 SX (17/14),2018,2019,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10887,2,KTM,85 SX (19/16),2018,2020,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10888,2,YAMAHA,YZ 250X,2017,2019,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10889,2,YAMAHA,YZ 450F,2018,2019,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10890,1,MOTO GUZZI,V7 ii,2013,2016,748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10891,2,HONDA,CRF 450R,2018,2018,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10892,2,HONDA,CRF 450RX,2018,2018,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10893,2,HONDA,CRF 250R,2018,2018,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10894,2,HONDA,CR 250R,1992,1995,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10895,2,HUSQVARNA,FC 250,2018,2018,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10896,2,HUSQVARNA,FC 350,2018,2019,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10897,2,HUSQVARNA,FC 450,2018,2018,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10898,2,HUSQVARNA,FE 250,2018,2018,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10899,2,HUSQVARNA,FE 350,2018,2019,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10900,2,HUSQVARNA,FE 450,2018,2019,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10901,2,HUSQVARNA,FE 501,2018,2019,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10902,2,HUSQVARNA,FX 350,2018,2018,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10903,2,HUSQVARNA,FX 450,2018,2021,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10904,2,HUSQVARNA,TC 125,2018,2018,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10905,2,HUSQVARNA,TC 250,2018,2018,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10906,2,HUSQVARNA,TC 50,2018,2020,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10907,2,HUSQVARNA,TC 65,2018,2020,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10908,2,HUSQVARNA,TC 85 17/14,2018,2020,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10909,2,HUSQVARNA,TC 85 19/16,2018,2020,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10910,2,HUSQVARNA,TE 150,2018,2019,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10911,2,HUSQVARNA,TE 250,2018,2018,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10912,2,HUSQVARNA,TE 250i,2018,2019,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
